[l_1, u_1] | [l_2, u_2]; action; prediction; prediction error; fitness; numerosity; experience
[0.563115126974604, 0.8123614780816562] | [0.12484684792332998, 0.26586831119519827];java.awt.Color[r=255,g=255,b=255];4.525340553767513E-11;1.810136221507005E-9;0.02681647489930995;3;10
[0.5387422314207873, 0.0] | [0.6251700970468878, 1.0];java.awt.Color[r=0,g=0,b=255];1.26680573326315E-12;5.658398941921021E-11;0.006488959296118644;1;82
[1.0, 0.8567812105592315] | [0.4368988682839832, 0.18939980059912703];java.awt.Color[r=139,g=69,b=19];1000.0;4.9E-324;0.0169081850789151;1;18
[0.4338690735442133, 0.3755131512240121] | [0.6793907699429435, 0.8753008828332817];java.awt.Color[r=255,g=255,b=255];348.0;580.0;9.134965817349345E-4;1;8
[0.9760154785118902, 0.5667449136543306] | [0.35241060886337616, 0.6239734533611897];java.awt.Color[r=255,g=0,b=0];7.982521009773788E-35;8.754164708409634E-33;0.0069555589194044;1;28
[1.0, 0.8060464726132893] | [0.7146691739710002, 0.310045692842534];java.awt.Color[r=229,g=178,b=146];1.4662103394206737E-12;6.40245181547028E-11;0.006812135409711168;1;44
[1.0, 0.9386277609835232] | [0.894623513282142, 0.7753567198598771];java.awt.Color[r=255,g=255,b=255];72.0;240.0;0.01516541760725301;1;2
[0.18688083665113953, 0.3755131512240121] | [0.7595045882208149, 0.8842224685525013];java.awt.Color[r=255,g=255,b=255];400.0;400.0;0.0063330092198458044;1;12
[0.745282960022983, 0.6325010316686906] | [0.34290329014718196, 0.0];java.awt.Color[r=0,g=0,b=255];144.0;336.0;0.002456522452342858;1;10
[0.18394427111438058, 0.0] | [0.3113274482041812, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.019365815694667297;2;32
[1.0, 0.800801583229962] | [0.27085936256291165, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.007535576617876533;1;8
[0.5696157299964913, 0.0] | [0.6249825662489658, 0.44307402195594603];java.awt.Color[r=0,g=0,b=255];144.0;336.0;0.0024575726565474153;2;34
[0.6851201919407833, 0.6245941838464578] | [0.8746863832374483, 0.7490069899823797];java.awt.Color[r=229,g=178,b=146];1000.0;8.59276042320099E-17;0.03171277206976897;1;2
[0.5640574638400688, 0.69048313920153] | [0.33251898762660514, 0.6239734533611897];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.00886347305224483;1;4
[0.31399959030673275, 0.6854339685958087] | [0.3108986510324811, 0.2519972655507274];java.awt.Color[r=229,g=178,b=146];1.477645163647159E-146;6.577582913950668E-144;0.005671345516287371;1;4
[0.8396794290240281, 0.5618389534381513] | [0.7950237860734534, 0.8746964055205082];java.awt.Color[r=255,g=0,b=0];2.8985137213187897E-207;1.8221989594690813E-204;0.008774899247380423;1;6
[0.9377390651073181, 0.817054434267439] | [0.8155410448633859, 0.7482657686995217];java.awt.Color[r=255,g=255,b=255];500.0;500.0;0.007135714262139756;1;2
[0.31154504175253045, 0.0] | [0.3111829335466709, 0.3127629041622526];java.awt.Color[r=229,g=178,b=146];0.034194762227748046;0.42333085691401884;0.009581418511263968;1;0
[0.6107182792437456, 0.0] | [0.6249825662489658, 0.44307402195594603];java.awt.Color[r=0,g=0,b=255];144.0;336.0;0.002457604016532681;2;32
[0.43615871227659964, 0.3749610414039427] | [0.1903129565274948, 0.8121981070805397];java.awt.Color[r=255,g=255,b=255];486.40000000000003;544.0;0.0014730869168085455;1;14
[1.0, 0.751608812860628] | [0.27085936256291165, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.006625518851099244;1;6
[0.5631605013987664, 0.01224054291550435] | [0.6859835940010558, 0.5318250134498711];java.awt.Color[r=0,g=0,b=255];240.0;400.0;0.0024943002658060756;1;26
[0.24157716589694234, 0.0] | [0.6947622880533362, 0.6263016593184938];java.awt.Color[r=229,g=178,b=146];90.72;306.71999999999997;5.159752803456486E-4;1;12
[0.7309541466764365, 0.5633302820037788] | [0.43746317855771694, 0.5637820012870989];java.awt.Color[r=0,g=0,b=255];769.6;480.0;0.020975297976756707;1;0
[0.30391558032355137, 0.1879568774804251] | [0.354860798729664, 0.25141597788387837];java.awt.Color[r=229,g=178,b=146];700.0;500.0;0.0060088355063876555;1;4
[0.3988394493468324, 0.49341716800797947] | [0.760668688350168, 0.8062336180147301];java.awt.Color[r=255,g=255,b=255];505.0;495.0;0.006000000027468688;1;2
[0.0, 0.16381498268876654] | [0.11785781793383182, 0.6455177008736805];java.awt.Color[r=139,g=69,b=19];11.197439999999999;63.452159999999985;6.475033386880555E-4;1;32
[0.49867023479997297, 0.39483829952994415] | [0.8171051144214946, 0.6205362869367721];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.019207366040615566;2;6
[0.43816801678951967, 0.0] | [0.3246438071777258, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.006131284323900487;1;72
[0.5631605013987664, 0.037332831462660455] | [0.6859835940010558, 1.0];java.awt.Color[r=0,g=0,b=255];1.0336213986660068E-129;4.072468310744067E-127;0.005765391886794504;1;40
[0.43816801678951967, 0.0] | [0.3246438071777258, 0.5318250134498711];java.awt.Color[r=0,g=0,b=255];2.8490346919077736E-127;1.1016267475376725E-124;0.006145594716885207;1;18
[0.5842598402911701, 1.0] | [1.0, 0.8690204187643039];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.00939345406358711;1;8
[0.3112310957303, 0.0] | [0.3111829335466709, 0.336414914440069];java.awt.Color[r=229,g=178,b=146];0.010258428668324413;0.14409663818807966;0.009982888191823396;1;2
[1.0, 0.7653427282707986] | [0.746861612818017, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.008665043293960461;1;22
[0.9950575251394045, 0.0] | [1.0, 0.8527757917758283];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.007419175402932663;1;38
[0.3749232929809793, 0.312915317841574] | [1.0, 0.6027200910005662];java.awt.Color[r=229,g=178,b=146];4.8744350008522566E-294;4.3236238457559526E-291;0.018828180895701707;1;8
[0.18394427111438058, 0.0] | [0.3164561849139059, 0.6898407078628142];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.009826443755216649;1;18
[0.6878418977355042, 0.8422969105710544] | [0.3110810419708651, 0.6945178947374906];java.awt.Color[r=0,g=0,b=255];760.0;400.0;0.00514094979052134;1;20
[1.0, 0.7548868195617594] | [0.9001383023375066, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.015265013792999351;2;50
[0.6475992526786942, 1.0] | [0.8950906292412736, 0.7220003004023572];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.013807443920129883;2;8
[0.0, 1.0] | [0.5940713581005014, 0.43717130745120203];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.017571190084340105;4;42
[0.5002652228322662, 0.8127267831398005] | [0.1783045239251601, 0.8420492196306675];java.awt.Color[r=255,g=255,b=255];3.813468046685333E-61;7.2328777285465045E-59;0.007519215627419998;1;62
[0.7379545618514411, 0.0] | [0.875845065859245, 0.9437214507118655];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.018447986626334154;1;12
[0.8133374639927524, 0.6248578319809635] | [0.12473916878164569, 0.24832212508355458];java.awt.Color[r=229,g=178,b=146];999.9999999892012;3.4730985994159795E-7;0.01292846924671238;1;4
[0.10246581415722285, 0.08872364126887736] | [0.25050483560256553, 0.8793211007317028];java.awt.Color[r=255,g=255,b=255];1.434961391601101E-110;4.816687071141034E-108;0.005286688503322593;1;2
[0.623336917211467, 0.4415783725019806] | [0.626882384827639, 0.7361741932577683];java.awt.Color[r=0,g=0,b=255];0.047018498457599985;0.5642219814911998;0.0077640318925060485;1;2
[0.06594172587688778, 0.15374250877868129] | [0.25433491269190195, 0.8728125582619956];java.awt.Color[r=255,g=0,b=0];945.568;220.32000000000002;6.751655292773079E-4;2;14
[0.06594172587688778, 0.15374250877868129] | [0.24246816919883263, 0.8728125582619956];java.awt.Color[r=255,g=0,b=0];961.12;168.47999999999996;1.1253114949369078E-4;1;12
[1.0, 0.7162218047244999] | [0.4308155331610926, 0.20316708798474037];java.awt.Color[r=255,g=255,b=255];144.0;336.0;0.0026249351328509543;1;8
[0.8754751783750871, 0.8284189673272387] | [0.37947670129814687, 0.7004430452568736];java.awt.Color[r=0,g=0,b=255];1000.0;3.463809093832967E-18;0.0014260142492396163;1;0
[0.5630746052734756, 0.6934181281178229] | [0.37589655925623133, 0.6293218799404698];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.005037770992772203;1;2
[0.251151756328733, 0.0] | [1.0, 0.8646030367467094];java.awt.Color[r=255,g=255,b=255];988.336;58.319999999999965;2.609348283580304E-4;1;14
[0.0, 0.12421155303465328] | [0.16381485242633198, 0.5541648270311398];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.007027766842036844;1;6
[1.0, 0.6257518828436619] | [0.47457367668132183, 0.6915408591191412];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.007749517724497635;1;10
[0.187725130861967, 0.0] | [0.9354893436610588, 0.7456366095808762];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.01003505115469149;1;4
[0.1164879482635939, 0.24151761365479082] | [0.743468984771132, 0.7338892653214912];java.awt.Color[r=229,g=178,b=146];997.6780988416;18.76870103039998;0.006676909952597088;1;0
[0.9279480108331806, 0.8130708492262897] | [0.19861031620366876, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;2.366384811994372E-108;0.01666390287000088;1;4
[0.0, 0.16381498268876654] | [0.12631687010869974, 0.6455177008736805];java.awt.Color[r=139,g=69,b=19];11.197439999999999;63.452159999999985;2.3519628718267967E-4;1;22
[0.0753950580513433, 0.43709117817862814] | [0.4365328198967813, 0.6184893040576542];java.awt.Color[r=229,g=178,b=146];1000.0;3.093307970326577E-281;0.020337604169218048;1;8
[0.5008889051763391, 0.39443874724086925] | [0.6223955252714455, 0.4420887651847461];java.awt.Color[r=255,g=0,b=0];1000.0;1.1368683772161603E-13;0.022620134057005872;1;2
[0.12048438183053316, 0.17002125288649167] | [0.0, 0.8380336342589815];java.awt.Color[r=139,g=69,b=19];86.4;259.2;9.499303106722294E-4;1;14
[0.1985640823285472, 0.1026772721516318] | [0.11785781793383182, 0.7802365949952674];java.awt.Color[r=139,g=69,b=19];31.104;134.784;6.294227040140878E-4;2;16
[0.5912227251569053, 0.34012077889617653] | [0.6226840770719884, 0.9600651833475911];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.006044959914662218;1;6
[0.4268131128565317, 0.7461639008627661] | [0.626882384827639, 0.7194509194220281];java.awt.Color[r=0,g=0,b=255];500.06530347008004;500.63126687744005;0.0025437153930546142;1;2
[0.5002652228322662, 0.44443029300976367] | [0.337613960327554, 0.1960670565291899];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.008728459213197762;1;2
[0.6878418977355042, 0.8230656294762432] | [0.3110810419708651, 0.7020227171927536];java.awt.Color[r=0,g=0,b=255];1000.0;5.84547176414219E-30;0.011041550448011894;1;6
[0.0, 0.6272994882060932] | [0.3985782814292258, 0.0];java.awt.Color[r=0,g=0,b=255];1.4172261681081203E-239;1.0298510154919024E-236;0.011407873804547808;2;36
[0.248148645846737, 0.01964561466074364] | [0.8500593476070439, 0.8725464806280998];java.awt.Color[r=255,g=255,b=255];500.0;1.0E-323;0.004439794181387359;1;0
[0.18688083665113953, 0.3755131512240121] | [0.7217091804438627, 0.9629377246517328];java.awt.Color[r=255,g=255,b=255];550.0;450.0;0.001598326192361336;1;4
[0.23542721282466209, 0.012821162527768971] | [0.009570326029351307, 0.28186123847802586];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.009416224739700793;1;8
[0.22892022867613318, 0.7499949598654295] | [0.6845007029007576, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.006820596591747379;1;14
[0.37502556362495865, 0.31048300474099727] | [0.30776851952278533, 0.1894357596974125];java.awt.Color[r=139,g=69,b=19];1000.0;1.136868377226598E-13;0.06861750830848311;2;2
[0.19361385280153218, 0.24415624684036308] | [0.6096503190001527, 0.6911691595177784];java.awt.Color[r=0,g=0,b=0];10.0;0.0;0.01;1;0
[1.0, 0.5667449136543306] | [0.36539910650776236, 0.6208412991833996];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.006732357737470511;1;6
[1.0, 0.7521319643833524] | [0.7953757917791884, 0.5478669658025556];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.00859122313664528;1;8
[0.3975820376619647, 0.6258329104259684] | [0.24761947486442015, 0.37556658870832965];java.awt.Color[r=255,g=0,b=0];999.9999904496067;2.2920943997687058E-4;0.03787339892284639;1;4
[0.5631605013987664, 0.007590181873689062] | [0.6859835940010558, 0.5274329807326177];java.awt.Color[r=0,g=0,b=255];240.0;400.0;0.001749319762762535;1;6
[0.5002652228322662, 0.7666946872155453] | [0.14521272131697463, 0.8420492196306675];java.awt.Color[r=255,g=255,b=255];5.88498155352675E-60;1.1004915505095008E-57;0.007492596364148692;1;22
[1.0, 0.336143964136706] | [0.5717344880497109, 1.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.0057340977365184205;1;14
[0.0, 0.312788525473799] | [0.6335350088446393, 0.749464280321137];java.awt.Color[r=0,g=0,b=0];499.999997134882;7.067291064752526E-5;0.011253321224197917;1;0
[0.3730324847816896, 0.2791572320890547] | [1.0, 0.877118435013333];java.awt.Color[r=0,g=0,b=0];499.999997134882;7.067291064752526E-5;0.011253321224197917;1;0
[0.24056939080623344, 0.7499949598654295] | [0.6845007029007576, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.006180561386180162;1;8
[0.18394427111438058, 0.5682445332447162] | [0.3133649770776765, 0.6942506214226362];java.awt.Color[r=255,g=255,b=255];1.6889676822233562E-39;2.077430249134726E-37;0.008450616526265803;1;10
[0.5029438839938926, 0.6318771644676138] | [0.6263248730758941, 0.5623754511045678];java.awt.Color[r=0,g=0,b=255];999.9968410758746;0.051595814599345556;0.03565378178645331;1;0
[0.0, 0.3488762818850411] | [1.0, 0.749464280321137];java.awt.Color[r=0,g=0,b=0];3.587629960831615E-83;9.20825023280113E-81;0.02564008743107223;3;8
[0.5996747516000651, 0.9051195981430701] | [0.8482412042843909, 1.0];java.awt.Color[r=229,g=178,b=146];2.070868992259406E-73;4.707775509069709E-71;0.006884111239943862;1;4
[0.4522470460033341, 0.8127267831398005] | [0.12484684792332998, 0.26586831119519827];java.awt.Color[r=255,g=255,b=255];2.2626702768837563E-11;9.050681107535025E-10;0.011126112526040314;1;2
[0.43626477539735237, 0.3548241805151038] | [0.31439894324699996, 0.09349008892071947];java.awt.Color[r=255,g=255,b=255];999.9999999999965;1.5249362922004524E-10;0.030167360975142006;1;2
[0.43570964986127136, 0.11139213927500916] | [0.11248188741057524, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.007860064616348885;1;20
[0.9102777242534208, 0.8422969105710544] | [0.3110810419708651, 0.6945178947374906];java.awt.Color[r=0,g=0,b=255];500.0;1.591251930221915E-15;0.005056283609009235;1;0
[0.8769343444453623, 0.817054434267439] | [0.8155410448633859, 0.7482657686995217];java.awt.Color[r=255,g=255,b=255];500.0;2.95727886623387E-14;0.004113037916860357;1;0
[0.39005895154577774, 0.12465973262054433] | [0.4365328198967813, 0.6256152085262456];java.awt.Color[r=229,g=178,b=146];999.9723756917863;0.368865762619633;0.007761377071646748;1;0
[0.4750793640456704, 0.43938214545224563] | [0.3831472733665207, 0.4689713558383187];java.awt.Color[r=255,g=0,b=0];543.2;129.6;0.01260200780122964;1;0
[0.56190910771856, 0.5625052534999891] | [0.5623569630721887, 0.40665323287996713];java.awt.Color[r=255,g=0,b=0];543.2;129.6;0.01260200780122964;1;0
[0.5145947108694654, 0.41986928167721793] | [0.24663964872437305, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];6.711851511606524E-27;5.829781481446898E-25;0.005777712147495655;1;2
[0.791120919841564, 0.5618389534381513] | [0.8117927221272371, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.0027614596020525506;1;0
[0.6851201919407833, 0.6245941838464578] | [0.8891855470022667, 0.7521070897764082];java.awt.Color[r=229,g=178,b=146];1000.0;5.155656608551722E-17;0.012445671544758827;1;0
[0.56190910771856, 0.44328736996674256] | [0.5623569630721887, 0.40665323287996713];java.awt.Color[r=255,g=0,b=0];1000.0;4.773407321200632E-308;0.03085924092787276;1;0
[0.30556409416855834, 0.13849258339424195] | [0.12631687010869974, 0.4380848773679032];java.awt.Color[r=139,g=69,b=19];299.99999999999994;200.00000000000102;0.00885129063820335;1;0
[0.6930337164582995, 0.535298793269022] | [0.18673905229351567, 0.3102052187771092];java.awt.Color[r=255,g=0,b=0];999.9999999999999;1.1368881577449696E-13;0.01745211511631919;1;0
[0.7770161359687987, 0.7428093961214587] | [0.786053602035283, 0.7294472101196169];java.awt.Color[r=0,g=0,b=255];10.0;0.0;0.01;1;0
[1.0, 0.4381681211056917] | [0.2509213302569842, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];6.583855189362985E-155;3.1031904125864238E-152;0.012389649139457287;2;10
[0.5006612449487916, 0.1270605849674837] | [0.6247421184679036, 0.6253238459916494];java.awt.Color[r=255,g=0,b=0];1.6103077283809138E-74;3.6983400828481597E-72;0.005823070180452695;1;0
[0.539825214070989, 0.12506484481421415] | [1.0, 0.6253238459916494];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.008310680664349857;1;10
[0.6875583636331449, 0.6176212968261059] | [0.0, 0.2527714073872518];java.awt.Color[r=255,g=0,b=0];1.0643361341243154E-33;1.1388396635130166E-31;0.004755537387747104;1;0
[0.5145947108694654, 0.44099935419672026] | [0.23276630808983, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];1.2801226053269517E-26;1.109496551662391E-24;0.010123167262295753;1;0
[0.9850833653745409, 0.9093226255286628] | [0.1250010062522719, 0.18939980059912703];java.awt.Color[r=139,g=69,b=19];1000.0;3.105493E-317;0.007156155934342001;1;0
[0.31020101403918404, 0.4828022232044613] | [0.06279533927502881, 0.3157028781290251];java.awt.Color[r=229,g=178,b=146];6.4246593169782524E-279;5.420367853216431E-276;0.005105142796897107;1;4
[0.4844058693885068, 0.0] | [0.3873031461213538, 0.0];java.awt.Color[r=229,g=178,b=146];400.0;400.0;0.003879035194435911;1;10
[0.1978121788380084, 0.04651942350724289] | [0.12631687010869974, 0.4380848773679032];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.01830687640745974;1;2
[0.6767251523845322, 0.1900877566974675] | [0.0, 1.0];java.awt.Color[r=139,g=69,b=19];400.0;400.0;0.0030891141056866938;1;14
[0.18784942266704988, 0.0] | [0.09751023872589909, 0.4613099332348849];java.awt.Color[r=229,g=178,b=146];6.846700618017584E-52;1.1137299671975256E-49;0.005605903931568266;1;0
[0.0, 0.312788525473799] | [1.0, 0.7039689812478098];java.awt.Color[r=0,g=0,b=0];4.305155952997937E-83;1.1035549759518028E-80;0.03390370580228293;1;0
[1.0, 0.6176212968261059] | [0.09185571009184063, 0.2848050304569589];java.awt.Color[r=255,g=0,b=0];6.386016804745892E-34;6.93947159449053E-32;0.005476176243923029;1;2
[0.563115126974604, 0.8127267831398005] | [0.12484684792332998, 0.26586831119519827];java.awt.Color[r=255,g=255,b=255];4.977874609144264E-11;1.959472459781333E-9;0.01112938366849497;1;0
[0.4522470460033341, 0.8096808174690469] | [0.12484684792332998, 0.26586831119519827];java.awt.Color[r=255,g=255,b=255];4.977874609144264E-11;1.959472459781333E-9;0.01112938366849497;1;0
[0.12048438183053316, 0.33912777181764264] | [0.4350670099980008, 0.8380336342589815];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.0025138255612783;1;0
[0.0, 0.9917748943413931] | [0.0, 0.18764274358137834];java.awt.Color[r=139,g=69,b=19];7.870166136670381E-88;2.1301916343254472E-85;0.006270327680570518;1;2
[0.29082999263159753, 0.0] | [0.875845065859245, 1.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.0173049482496074;1;2
